@RELATION INCRARR_27_50_complete
@ATTRIBUTE a_1 NUMERIC
@ATTRIBUTE a_2 NUMERIC
@ATTRIBUTE a_3 NUMERIC
@ATTRIBUTE a_4 NUMERIC
@ATTRIBUTE a_5 NUMERIC
@ATTRIBUTE a_6 NUMERIC
@ATTRIBUTE a_7 NUMERIC
@ATTRIBUTE a_8 NUMERIC
@ATTRIBUTE a_9 NUMERIC
@ATTRIBUTE a_10 NUMERIC
@ATTRIBUTE a_11 NUMERIC
@ATTRIBUTE a_12 NUMERIC
@ATTRIBUTE a_13 NUMERIC
@ATTRIBUTE a_14 NUMERIC
@ATTRIBUTE a_15 NUMERIC
@ATTRIBUTE a_16 NUMERIC
@ATTRIBUTE a_17 NUMERIC
@ATTRIBUTE a_18 NUMERIC
@ATTRIBUTE a_19 NUMERIC
@ATTRIBUTE a_20 NUMERIC
@ATTRIBUTE a_21 NUMERIC
@ATTRIBUTE a_22 NUMERIC
@ATTRIBUTE a_23 NUMERIC
@ATTRIBUTE a_24 NUMERIC
@ATTRIBUTE a_25 NUMERIC
@ATTRIBUTE a_26 NUMERIC
@ATTRIBUTE a_27 NUMERIC
@ATTRIBUTE a_28 NUMERIC
@ATTRIBUTE a_29 NUMERIC
@ATTRIBUTE a_30 NUMERIC
@ATTRIBUTE a_31 NUMERIC
@ATTRIBUTE a_32 NUMERIC
@ATTRIBUTE a_33 NUMERIC
@ATTRIBUTE a_34 NUMERIC
@ATTRIBUTE a_35 NUMERIC
@ATTRIBUTE a_36 NUMERIC
@ATTRIBUTE a_37 NUMERIC
@ATTRIBUTE a_38 NUMERIC
@ATTRIBUTE a_39 NUMERIC
@ATTRIBUTE a_40 NUMERIC
@ATTRIBUTE a_41 NUMERIC
@ATTRIBUTE a_42 NUMERIC
@ATTRIBUTE a_43 NUMERIC
@ATTRIBUTE a_44 NUMERIC
@ATTRIBUTE a_45 NUMERIC
@ATTRIBUTE a_46 NUMERIC
@ATTRIBUTE a_47 NUMERIC
@ATTRIBUTE a_48 NUMERIC
@ATTRIBUTE a_49 NUMERIC
@ATTRIBUTE a_50 NUMERIC
@ATTRIBUTE a_51 NUMERIC
@ATTRIBUTE a_52 NUMERIC
@ATTRIBUTE a_53 NUMERIC
@ATTRIBUTE a_54 NUMERIC
@ATTRIBUTE a_55 NUMERIC
@ATTRIBUTE a_56 NUMERIC
@ATTRIBUTE a_57 NUMERIC
@ATTRIBUTE a_58 NUMERIC
@ATTRIBUTE a_59 NUMERIC
@ATTRIBUTE a_60 NUMERIC
@ATTRIBUTE a_61 NUMERIC
@ATTRIBUTE a_62 NUMERIC
@ATTRIBUTE a_63 NUMERIC
@ATTRIBUTE a_64 NUMERIC
@ATTRIBUTE a_65 NUMERIC
@ATTRIBUTE a_66 NUMERIC
@ATTRIBUTE a_67 NUMERIC
@ATTRIBUTE a_68 NUMERIC
@ATTRIBUTE a_69 NUMERIC
@ATTRIBUTE a_70 NUMERIC
@ATTRIBUTE a_71 NUMERIC
@ATTRIBUTE a_72 NUMERIC
@ATTRIBUTE a_73 NUMERIC
@ATTRIBUTE a_74 NUMERIC
@ATTRIBUTE a_75 NUMERIC
@ATTRIBUTE a_76 NUMERIC
@ATTRIBUTE a_77 NUMERIC
@ATTRIBUTE a_78 NUMERIC
@ATTRIBUTE a_79 NUMERIC
@ATTRIBUTE a_80 NUMERIC
@ATTRIBUTE a_81 NUMERIC
@ATTRIBUTE class  {bathtub,bed,chair,desk,dresser,monitor,night_stand,sofa,table,toilet}
@DATA
0.000408851,0.000627254,0.00171498,0.000597748,0.000393947,0.000536192,0.000961202,0.000563485,0.000408851,0.000746102,0.00221941,0.000760277,0.000393947,0.000579184,0.0011952,0.000616905,0.000408851,0.000625771,0.0017165,0.000597457,0.000393947,0.000535106,0.000960395,0.000564102,0.00157621,0.000393947,0.000408851,3.2388,3.04954,2.4893,3.07336,3.25554,3.1148,2.72053,3.07216,3.2388,2.90967,2.1808,2.89854,3.25554,3.06736,2.56232,3.03222,3.2388,3.05058,2.48867,3.0733,3.25554,3.11582,2.72093,3.07153,2.3794,3.25554,3.2388,0.0131721,0.00879753,0.00476993,0.0084515,0.0133034,0.00680561,0.00458868,0.00645522,0.0131721,0.00595617,0.00385941,0.005855,0.0133034,0.0062472,0.00437603,0.00592787,0.0131721,0.00883631,0.00477275,0.00843676,0.0133034,0.00682519,0.0045888,0.00644822,0.0196738,0.0133034,0.0131721,bathtub
0.000366007,0.000441554,0.000960335,0.00045406,0.000374139,0.000430781,0.000855951,0.000434662,0.000366007,0.000654905,0.00186176,0.000681922,0.000374139,0.000619477,0.00147631,0.0006162,0.000366007,0.000431771,0.000898644,0.000431213,0.000374139,0.000444293,0.000894562,0.000433105,0.0013602,0.000374139,0.000366007,3.30938,3.23242,2.81269,3.22144,3.3062,3.23676,2.85217,3.23218,3.30938,3.024,2.32559,3.00017,3.3062,3.02806,2.41812,3.03231,3.30938,3.23857,2.84157,3.23958,3.3062,3.22419,2.83939,3.23649,2.51496,3.3062,3.30938,0.0192455,0.00866792,0.00446674,0.00872427,0.0194262,0.00838897,0.00444417,0.00805868,0.0192455,0.00523928,0.00345185,0.00514208,0.0194262,0.00525411,0.00354558,0.00525783,0.0192455,0.00869211,0.00451606,0.0089099,0.0194262,0.00820972,0.00450219,0.00845305,0.0160982,0.0194262,0.0192455,bathtub
0.000357052,0.000547385,0.00219644,0.000592761,0.000383139,0.000603249,0.000995937,0.000546311,0.000357052,0.000722251,0.00322493,0.00078887,0.000383139,0.000688719,0.00133299,0.000634744,0.000357052,0.000545778,0.00220568,0.000593451,0.000383139,0.000604142,0.000994487,0.000546428,0.00165189,0.000383139,0.000357052,3.28946,3.09781,2.36052,3.0522,3.26082,3.01345,2.68206,3.07346,3.28946,2.9096,1.84542,2.85239,3.26082,2.96206,2.49242,3.02178,3.28946,3.09855,2.35967,3.05174,3.26082,3.01327,2.6828,3.07405,2.33885,3.26082,3.28946,0.0160194,0.00810922,0.00484677,0.00782492,0.0192154,0.00623085,0.00465958,0.00665717,0.0160194,0.00543308,0.00368835,0.00551344,0.0192154,0.00557433,0.00414206,0.00578088,0.0160194,0.00809521,0.00484793,0.00781627,0.0192154,0.00623429,0.00466482,0.00664186,0.0184564,0.0192154,0.0160194,bathtub
0.000370996,0.000561555,0.00142428,0.000560856,0.000373476,0.000548448,0.000976301,0.000548626,0.000370996,0.000674731,0.00177466,0.000672444,0.000373476,0.000613772,0.00127071,0.00061317,0.000370996,0.00055172,0.00124247,0.000551425,0.000373476,0.000528673,0.000930845,0.000528478,0.00178232,0.000373476,0.000370996,3.28466,3.08919,2.62405,3.08869,3.28315,3.08766,2.7655,3.08742,3.28466,2.97888,2.35805,2.97953,3.28315,3.04603,2.59787,3.04586,3.28466,3.08467,2.70331,3.08486,3.28315,3.10838,2.837,3.10746,2.32714,3.28315,3.28466,0.0177757,0.00771786,0.00502567,0.0076934,0.0176932,0.0065516,0.00501476,0.00655029,0.0177757,0.00551021,0.00392302,0.00550875,0.0176932,0.00589621,0.00412169,0.00589357,0.0177757,0.00702582,0.00637905,0.00703578,0.0176932,0.00715368,0.00500313,0.00714713,0.0186172,0.0176932,0.0177757,bathtub
0.000454835,0.000411369,0.000771097,0.000408934,0.000400079,0.000367483,0.000672663,0.000400133,0.000454835,0.00066799,0.00193206,0.000722449,0.000400079,0.00054818,0.00123239,0.000621226,0.000454835,0.000413469,0.000771105,0.000407498,0.000400079,0.000363172,0.000685945,0.000419499,0.00159811,0.000400079,0.000454835,3.27642,3.28083,2.95661,3.2882,3.31694,3.31375,2.99884,3.27853,3.27642,3.01776,2.27072,2.99872,3.31694,3.10182,2.5755,3.04393,3.27642,3.27618,2.95202,3.28991,3.31694,3.31915,2.98895,3.25151,2.45197,3.31694,3.27642,0.0200145,0.0126836,0.0049174,0.0112801,0.019192,0.00998982,0.00474408,0.0092733,0.0200145,0.00494682,0.00313636,0.00462316,0.019192,0.00522823,0.00339743,0.00473973,0.0200145,0.0116359,0.00487596,0.0118812,0.019192,0.0108236,0.00471272,0.00782096,0.012084,0.019192,0.0200145,bathtub
0.0003786,0.000547556,0.00137769,0.000569939,0.000342562,0.000490707,0.000933267,0.000510216,0.0003786,0.00077363,0.00262683,0.000934763,0.000342562,0.000571875,0.00116449,0.000614757,0.0003786,0.000511895,0.00119962,0.000527143,0.000342562,0.000468109,0.000916039,0.000497303,0.00132651,0.000342562,0.0003786,3.28632,3.14361,2.60552,3.1382,3.32146,3.16357,2.76238,3.14059,3.28632,2.90255,2.09019,2.84544,3.32146,3.0873,2.589,3.0565,3.28632,3.16908,2.67642,3.16291,3.32146,3.18964,2.79102,3.16051,2.50072,3.32146,3.28632,0.0160698,0.00869544,0.00442431,0.00851276,0.0182585,0.00672128,0.00433718,0.00651053,0.0160698,0.00551412,0.00361953,0.00530253,0.0182585,0.00602839,0.00406429,0.00575541,0.0160698,0.00900182,0.00457614,0.00884444,0.0182585,0.00719068,0.00443307,0.00685271,0.0176453,0.0182585,0.0160698,bathtub
0.000330395,0.000419895,0.000788461,0.000446533,0.000366214,0.000425579,0.000691812,0.000417679,0.000330395,0.000687713,0.00220179,0.000770501,0.000366214,0.000686063,0.00152122,0.000695519,0.000330395,0.000400556,0.000714355,0.000431473,0.000366214,0.000434438,0.000677526,0.000425173,0.00122913,0.000366214,0.000330395,3.34435,3.25326,2.87566,3.22366,3.31516,3.24538,2.97306,3.26029,3.34435,2.98622,2.1762,2.91298,3.31516,2.97173,2.40888,2.98391,3.34435,3.28284,2.97878,3.25012,3.31516,3.2342,2.97626,3.24827,2.59546,3.31516,3.34435,0.0173389,0.00875245,0.00451128,0.00813833,0.0201546,0.00795745,0.00469737,0.00809201,0.0173389,0.0048524,0.00329729,0.0046014,0.0201546,0.00484103,0.00344721,0.0048016,0.0173389,0.00988638,0.00492593,0.00920872,0.0201546,0.00804726,0.00483184,0.00800478,0.016618,0.0201546,0.0173389,bathtub
0.000359255,0.000595763,0.00149887,0.000594446,0.000361553,0.000604529,0.00117323,0.000604373,0.000359255,0.000782286,0.00255306,0.000777552,0.000361553,0.000731159,0.00165738,0.000730833,0.000359255,0.000596818,0.00145258,0.000593689,0.000361553,0.000590823,0.00117195,0.000593208,0.0013803,0.000361553,0.000359255,3.2917,3.05152,2.49001,3.0527,3.29131,3.03952,2.59809,3.0398,3.2917,2.87497,2.05729,2.87802,3.29131,2.94779,2.34633,2.94752,3.2917,3.04958,2.51545,3.05151,3.29131,3.04871,2.59908,3.04655,2.48911,3.29131,3.2917,0.0195695,0.00695042,0.00453532,0.00695228,0.0193429,0.00636928,0.00448833,0.00637907,0.0195695,0.0055163,0.00390162,0.00553505,0.0193429,0.00566424,0.00409057,0.00566999,0.0195695,0.00688167,0.00465293,0.00690395,0.0193429,0.00647609,0.0045068,0.0064553,0.0320732,0.0193429,0.0195695,bathtub
0.000337405,0.000440354,0.000782272,0.000438324,0.000333601,0.000423681,0.000644579,0.000451271,0.000337405,0.000669438,0.00180695,0.000685949,0.000333601,0.000625179,0.00139406,0.000653247,0.000337405,0.000440796,0.00071223,0.000435256,0.000333601,0.000431939,0.000725661,0.000468395,0.00126363,0.000333601,0.000337405,3.33541,3.22373,2.92935,3.23082,3.34215,3.26244,3.01294,3.237,3.33541,3.00736,2.28546,3.00528,3.34215,3.03183,2.47196,3.01073,3.33541,3.24884,2.98935,3.261,3.34215,3.22969,2.93587,3.19193,2.5956,3.34215,3.33541,0.0158538,0.00912745,0.0051368,0.00896258,0.0160648,0.00841513,0.00503459,0.00825019,0.0158538,0.00494141,0.00344127,0.0048997,0.0160648,0.00507649,0.00364256,0.00492957,0.0158538,0.00900553,0.00512031,0.00926517,0.0160648,0.00836903,0.00483362,0.00743472,0.0183804,0.0160648,0.0158538,bathtub
0.000450697,0.000777356,0.00250668,0.000751908,0.000431811,0.00052776,0.00104328,0.000539844,0.000450697,0.000570573,0.00106872,0.000539604,0.000431811,0.000552408,0.00127287,0.000530641,0.000450697,0.00052616,0.00100518,0.000509275,0.000431811,0.000619548,0.00180319,0.000577375,0.00111314,0.000431811,0.000450697,3.20652,2.9425,2.0787,2.95855,3.23006,3.12956,2.74642,3.12532,3.20652,3.12129,2.71001,3.13369,3.23006,3.13012,2.60235,3.14394,3.20652,3.11919,2.77642,3.13656,3.23006,3.09828,2.42115,3.13616,2.62715,3.23006,3.20652,0.00944183,0.00930295,0.00360352,0.0117446,0.0101762,0.00618021,0.00427621,0.00616144,0.00944183,0.00706856,0.00451795,0.0069378,0.0101762,0.00677562,0.0039151,0.00728198,0.00944183,0.00684851,0.00496611,0.0069175,0.0101762,0.0252587,0.00445194,0.0264017,0.024389,0.0101762,0.00944183,bathtub
