@RELATION INCRARR_1_10_complete
@ATTRIBUTE a_1 NUMERIC
@ATTRIBUTE a_2 NUMERIC
@ATTRIBUTE a_3 NUMERIC
@ATTRIBUTE a_4 NUMERIC
@ATTRIBUTE a_5 NUMERIC
@ATTRIBUTE a_6 NUMERIC
@ATTRIBUTE a_7 NUMERIC
@ATTRIBUTE a_8 NUMERIC
@ATTRIBUTE a_9 NUMERIC
@ATTRIBUTE a_10 NUMERIC
@ATTRIBUTE a_11 NUMERIC
@ATTRIBUTE a_12 NUMERIC
@ATTRIBUTE a_13 NUMERIC
@ATTRIBUTE a_14 NUMERIC
@ATTRIBUTE a_15 NUMERIC
@ATTRIBUTE a_16 NUMERIC
@ATTRIBUTE a_17 NUMERIC
@ATTRIBUTE a_18 NUMERIC
@ATTRIBUTE a_19 NUMERIC
@ATTRIBUTE a_20 NUMERIC
@ATTRIBUTE a_21 NUMERIC
@ATTRIBUTE a_22 NUMERIC
@ATTRIBUTE a_23 NUMERIC
@ATTRIBUTE a_24 NUMERIC
@ATTRIBUTE a_25 NUMERIC
@ATTRIBUTE a_26 NUMERIC
@ATTRIBUTE a_27 NUMERIC
@ATTRIBUTE a_28 NUMERIC
@ATTRIBUTE a_29 NUMERIC
@ATTRIBUTE a_30 NUMERIC
@ATTRIBUTE a_31 NUMERIC
@ATTRIBUTE a_32 NUMERIC
@ATTRIBUTE a_33 NUMERIC
@ATTRIBUTE a_34 NUMERIC
@ATTRIBUTE a_35 NUMERIC
@ATTRIBUTE a_36 NUMERIC
@ATTRIBUTE a_37 NUMERIC
@ATTRIBUTE a_38 NUMERIC
@ATTRIBUTE a_39 NUMERIC
@ATTRIBUTE a_40 NUMERIC
@ATTRIBUTE a_41 NUMERIC
@ATTRIBUTE a_42 NUMERIC
@ATTRIBUTE a_43 NUMERIC
@ATTRIBUTE a_44 NUMERIC
@ATTRIBUTE a_45 NUMERIC
@ATTRIBUTE a_46 NUMERIC
@ATTRIBUTE a_47 NUMERIC
@ATTRIBUTE a_48 NUMERIC
@ATTRIBUTE a_49 NUMERIC
@ATTRIBUTE a_50 NUMERIC
@ATTRIBUTE a_51 NUMERIC
@ATTRIBUTE a_52 NUMERIC
@ATTRIBUTE a_53 NUMERIC
@ATTRIBUTE a_54 NUMERIC
@ATTRIBUTE a_55 NUMERIC
@ATTRIBUTE a_56 NUMERIC
@ATTRIBUTE a_57 NUMERIC
@ATTRIBUTE a_58 NUMERIC
@ATTRIBUTE a_59 NUMERIC
@ATTRIBUTE a_60 NUMERIC
@ATTRIBUTE a_61 NUMERIC
@ATTRIBUTE a_62 NUMERIC
@ATTRIBUTE a_63 NUMERIC
@ATTRIBUTE a_64 NUMERIC
@ATTRIBUTE a_65 NUMERIC
@ATTRIBUTE a_66 NUMERIC
@ATTRIBUTE a_67 NUMERIC
@ATTRIBUTE a_68 NUMERIC
@ATTRIBUTE a_69 NUMERIC
@ATTRIBUTE a_70 NUMERIC
@ATTRIBUTE a_71 NUMERIC
@ATTRIBUTE a_72 NUMERIC
@ATTRIBUTE a_73 NUMERIC
@ATTRIBUTE a_74 NUMERIC
@ATTRIBUTE a_75 NUMERIC
@ATTRIBUTE a_76 NUMERIC
@ATTRIBUTE a_77 NUMERIC
@ATTRIBUTE a_78 NUMERIC
@ATTRIBUTE a_79 NUMERIC
@ATTRIBUTE a_80 NUMERIC
@ATTRIBUTE a_81 NUMERIC
@ATTRIBUTE class  {bathtub,bed,chair,desk,dresser,monitor,night_stand,sofa,table,toilet}
@DATA
0.0140697,0.0118606,0.0164532,0.0240118,0.0201763,0.0309663,0.0147579,0.0117479,0.0159301,0.0122056,0.00864918,0.0158851,0.0239616,0.0349072,0.047222,0.013012,0.00863509,0.0142855,0.0140672,0.0118984,0.0164548,0.0239958,0.0201756,0.0309329,0.0147819,0.0117416,0.0159049,1.50396,1.55821,1.40245,1.12731,1.25372,1.08747,1.47736,1.56195,1.43057,1.55304,1.72326,1.44098,1.08898,0.884371,0.753339,1.53147,1.72213,1.50581,1.50219,1.55727,1.40242,1.12753,1.25373,1.08799,1.47677,1.56208,1.43112,0.0499352,0.0851976,0.0510806,0.0677139,0.1402,0.0691497,0.0493304,0.0849778,0.0516373,0.0843981,0.248013,0.0844958,0.127027,0.413169,0.115427,0.0823658,0.24372,0.0859163,0.049945,0.0850467,0.0510683,0.0677456,0.140255,0.0691893,0.0492942,0.0850648,0.0516722,bathtub
0.0112225,0.00836262,0.0116428,0.0214495,0.0179755,0.0227843,0.0111021,0.00808376,0.0113807,0.011674,0.00786757,0.0116749,0.0303437,0.0292818,0.0387799,0.0118174,0.00788942,0.0116494,0.0110872,0.00814048,0.0113473,0.0213292,0.0178489,0.0217085,0.0113431,0.00826351,0.0113101,1.61409,1.75956,1.60981,1.24652,1.37804,1.2272,1.62432,1.77432,1.62,1.56974,1.755,1.5685,0.997556,1.06846,0.876663,1.56606,1.75437,1.5688,1.62259,1.76958,1.62222,1.25562,1.3839,1.25572,1.61354,1.76226,1.62473,0.0508621,0.102255,0.0510529,0.0655808,0.147077,0.065054,0.051166,0.10275,0.0512131,0.0804904,0.271414,0.0803924,0.107481,0.339305,0.103151,0.0802821,0.272392,0.0809186,0.0511028,0.101221,0.0512128,0.0652493,0.140644,0.0656898,0.0506029,0.0995494,0.0511798,bathtub
0.0144783,0.0114055,0.0161995,0.0241023,0.0186223,0.0255143,0.0136854,0.0113244,0.0163437,0.0140262,0.00763486,0.0162808,0.0282678,0.0371667,0.0670282,0.0136694,0.00779198,0.0141593,0.0144748,0.0113897,0.0162056,0.0240299,0.0185987,0.0253483,0.0136368,0.0113039,0.0163419,1.47907,1.56959,1.38281,1.08716,1.30303,1.15856,1.50324,1.57211,1.38171,1.50608,1.76075,1.39968,1.02578,0.833846,0.411428,1.51776,1.75418,1.48637,1.4792,1.57012,1.38262,1.08823,1.30342,1.16136,1.50438,1.57268,1.38174,0.0496948,0.0864153,0.0503167,0.0665599,0.151756,0.0682479,0.0503688,0.0868134,0.0500991,0.0798259,0.266124,0.0819146,0.121681,0.406729,0.112397,0.0813182,0.261798,0.0805442,0.0497283,0.0863084,0.0503137,0.0665695,0.151827,0.0682563,0.0504727,0.0869593,0.0500889,bathtub
0.0135967,0.0116792,0.0150719,0.0205106,0.0174399,0.023932,0.0135925,0.0116749,0.0150578,0.013273,0.00828002,0.0134513,0.0271256,0.0377538,0.0378019,0.0132177,0.00827299,0.0133989,0.0142117,0.0111215,0.0141441,0.0217664,0.0185067,0.0210161,0.0142171,0.0111017,0.0140897,1.50376,1.56396,1.467,1.30173,1.35978,1.19155,1.50071,1.56271,1.46829,1.52097,1.73676,1.52479,1.11063,0.818078,0.931612,1.52302,1.73697,1.52627,1.48399,1.57856,1.49291,1.20985,1.31361,1.28452,1.48351,1.57906,1.49403,0.0500624,0.0865604,0.0500643,0.0703624,0.157822,0.0687577,0.0499797,0.0865681,0.050064,0.0800423,0.243515,0.0796487,0.121833,0.395054,0.114782,0.0799754,0.243724,0.0798019,0.0493582,0.0857985,0.050184,0.0696414,0.156765,0.0762527,0.0493278,0.0857711,0.0502291,bathtub
0.00894307,0.00646261,0.00994844,0.017176,0.0139584,0.0197529,0.0103123,0.00706657,0.00967117,0.0107262,0.00782556,0.0116518,0.0270514,0.02787,0.0380574,0.0120013,0.00862003,0.0104928,0.00902574,0.00649669,0.0101164,0.0167127,0.0136215,0.0199995,0.00986694,0.00696866,0.00962603,1.72548,1.85755,1.69219,1.40188,1.51383,1.34313,1.65635,1.82823,1.69787,1.61808,1.7928,1.57228,1.04773,1.1011,0.851158,1.55937,1.73162,1.62966,1.7207,1.8555,1.68534,1.41466,1.5214,1.33531,1.6863,1.83172,1.69478,0.0529979,0.114061,0.0518739,0.0656349,0.151514,0.0655765,0.0500146,0.111056,0.0535745,0.0804142,0.251589,0.0758549,0.10101,0.290304,0.0939387,0.0746759,0.247752,0.0814599,0.0524498,0.113053,0.0520046,0.0660476,0.152169,0.0653552,0.0514248,0.111363,0.0526398,bathtub
0.0122525,0.00955728,0.0141028,0.0223565,0.0199521,0.0275779,0.0130161,0.00966505,0.01292,0.0116605,0.00769732,0.0112066,0.0250682,0.0308412,0.0443932,0.0124069,0.00764949,0.0105963,0.0129067,0.0100376,0.0134259,0.0235228,0.0204463,0.0241298,0.0134335,0.0100642,0.0123365,1.5664,1.70162,1.52583,1.20176,1.29755,1.11678,1.52964,1.69132,1.57213,1.56951,1.75766,1.57863,1.07351,1.02155,0.803824,1.55152,1.75958,1.59466,1.53812,1.66809,1.55195,1.14847,1.2597,1.17337,1.51747,1.66177,1.59242,0.0503232,0.0950246,0.0506758,0.066006,0.138515,0.0653647,0.049476,0.0942673,0.0516851,0.0834545,0.266684,0.0813819,0.118724,0.377749,0.112097,0.0816304,0.268076,0.0832926,0.0494905,0.0897492,0.0509581,0.0644545,0.131195,0.066448,0.0490992,0.0901699,0.0519677,bathtub
0.0106433,0.00751951,0.0113167,0.0182867,0.0136242,0.0220617,0.0107536,0.00736539,0.0107655,0.0124311,0.00790962,0.0127238,0.0314488,0.0273383,0.044543,0.0131028,0.00732656,0.0119912,0.0110762,0.00759452,0.0112278,0.0186633,0.0129911,0.0193572,0.0110466,0.00719607,0.0106525,1.64266,1.82114,1.6236,1.35651,1.52974,1.20021,1.64793,1.82691,1.65089,1.54943,1.75144,1.53882,0.97572,1.12695,0.784095,1.53403,1.79886,1.55963,1.6317,1.81379,1.63443,1.34208,1.53199,1.34727,1.6376,1.82824,1.66342,0.0514609,0.11053,0.0510205,0.0667831,0.159441,0.0627165,0.0510343,0.109806,0.051688,0.0773207,0.248974,0.0756985,0.102874,0.332972,0.0989718,0.0764701,0.252001,0.0773642,0.0509592,0.110207,0.0516986,0.0655972,0.158858,0.0672745,0.0509713,0.111159,0.0524784,bathtub
0.015705,0.0120617,0.016849,0.0271994,0.0227067,0.0345536,0.0157577,0.012089,0.0169036,0.0146836,0.00760021,0.0145184,0.0353254,0.0295621,0.0521007,0.0146665,0.00761837,0.0145969,0.0160402,0.012069,0.0164627,0.0277879,0.0222625,0.0323913,0.0159879,0.0121079,0.0166806,1.443,1.55104,1.36872,1.04196,1.20753,0.984929,1.44076,1.54992,1.3675,1.48799,1.76124,1.48247,0.921711,0.998587,0.661775,1.48791,1.76077,1.47986,1.43588,1.55163,1.38247,1.03358,1.21298,1.0387,1.43668,1.55037,1.3807,0.049537,0.0860115,0.0494557,0.0667088,0.140798,0.0669506,0.0494703,0.0859529,0.0493742,0.0811415,0.2714,0.0813548,0.12082,0.47301,0.117946,0.0811014,0.271415,0.081423,0.0493272,0.0856463,0.0497813,0.0666027,0.140489,0.0684141,0.0493144,0.0857372,0.0494325,bathtub
0.0112144,0.00814645,0.0113342,0.0188435,0.012954,0.0199969,0.0118748,0.00875103,0.0114269,0.012476,0.00773306,0.0123974,0.0261513,0.0269732,0.0389421,0.0130777,0.00798314,0.0121935,0.0110957,0.0078706,0.0115905,0.017366,0.0124,0.0191628,0.0116771,0.00820492,0.0116207,1.62249,1.78457,1.62717,1.33962,1.54524,1.32638,1.59904,1.7495,1.62711,1.54905,1.77698,1.54642,1.05693,1.12514,0.871789,1.52941,1.75798,1.55139,1.64617,1.80313,1.63703,1.39044,1.57115,1.35957,1.62214,1.78954,1.62867,0.0513064,0.105919,0.0516611,0.0677208,0.159345,0.0689709,0.0502316,0.106048,0.0519764,0.0778339,0.234072,0.0765152,0.110055,0.353332,0.102066,0.0760348,0.231032,0.0772762,0.0512024,0.104437,0.0514349,0.0690247,0.165901,0.0688381,0.050651,0.104288,0.0513676,bathtub
0.0147569,0.0124554,0.0155131,0.0269802,0.0568632,0.0383808,0.0141583,0.0108613,0.0160445,0.0121569,0.00944407,0.0108101,0.0258826,0.0204022,0.0203682,0.0112878,0.0101971,0.0111522,0.0134581,0.0104416,0.0123542,0.0232718,0.0242862,0.0166086,0.0135797,0.0106852,0.0125966,1.55041,1.61029,1.49927,1.13376,0.645156,0.927458,1.56687,1.65982,1.48138,1.62799,1.68201,1.63748,1.16703,1.27453,1.25503,1.65621,1.64548,1.63787,1.55422,1.65182,1.55212,1.19822,1.22374,1.43506,1.56492,1.65881,1.54577,0.0546233,0.0993143,0.0491509,0.0655245,0.111715,0.0609765,0.0567839,0.0986185,0.0482226,0.0871276,0.228349,0.0890222,0.117389,0.419095,0.135382,0.088051,0.22422,0.0902108,0.0486265,0.0865736,0.0510444,0.0660107,0.136358,0.0728475,0.0489198,0.0854646,0.0507216,bathtub
0.0145483,0.0115236,0.0157933,0.0223843,0.0185624,0.0245299,0.0138272,0.0116941,0.0160719,0.0130238,0.0084162,0.015149,0.0228384,0.0409757,0.0461574,0.0123478,0.00857682,0.0164944,0.0145171,0.0114979,0.0157864,0.0223703,0.0185296,0.0243911,0.0138238,0.011672,0.0160448,1.48256,1.58917,1.42844,1.18686,1.30172,1.18444,1.50583,1.57375,1.42397,1.53115,1.73059,1.45492,1.15602,0.731176,0.774867,1.55009,1.7253,1.39238,1.48328,1.59001,1.42856,1.18707,1.30262,1.18677,1.50624,1.57437,1.42446,0.0494348,0.0863731,0.0522955,0.0683004,0.150058,0.0695136,0.0498164,0.0857485,0.0514434,0.0812744,0.243074,0.0825305,0.127216,0.385736,0.113637,0.0830113,0.243694,0.0807354,0.0494587,0.086283,0.0522989,0.0683084,0.150263,0.0695446,0.049803,0.0856186,0.0514747,bathtub
0.015807,0.0134249,0.0167123,0.0279709,0.0326571,0.0386557,0.0159326,0.0121111,0.0163105,0.0132101,0.00799153,0.0146364,0.0272299,0.0275127,0.0466018,0.0134627,0.00822265,0.0129809,0.0158207,0.0133939,0.0166005,0.0280582,0.0328701,0.0386733,0.0159701,0.0121161,0.0162634,1.44335,1.51219,1.38867,1.03879,0.968396,0.925231,1.44318,1.55558,1.39962,1.52621,1.75005,1.46341,1.03687,1.05658,0.756209,1.52245,1.74197,1.54206,1.44255,1.51336,1.39319,1.03765,0.965297,0.924689,1.44186,1.55808,1.40076,0.0492459,0.0862639,0.0497122,0.0660458,0.126304,0.0663308,0.0494976,0.0854619,0.0502452,0.0840566,0.275205,0.0836403,0.127162,0.463607,0.117292,0.0838936,0.270689,0.0864887,0.0492619,0.0863605,0.0497837,0.0659665,0.126165,0.0664098,0.0495168,0.0855578,0.0502777,bathtub
0.0105593,0.00790555,0.0114372,0.0183237,0.0160706,0.0201084,0.0107737,0.00803505,0.011483,0.0104348,0.0077295,0.0105572,0.0243404,0.0278502,0.0335755,0.0104606,0.00763984,0.0104286,0.0107884,0.00806467,0.0116628,0.0182939,0.0160207,0.020175,0.010532,0.00789553,0.0113718,1.664,1.78544,1.64383,1.36247,1.44214,1.32015,1.65448,1.78096,1.64313,1.64023,1.78157,1.63719,1.14421,1.09052,0.958209,1.6384,1.7897,1.64513,1.65356,1.77926,1.63583,1.36356,1.44375,1.31801,1.66543,1.78613,1.64636,0.0511885,0.100455,0.0522222,0.0659019,0.14464,0.0656795,0.0507687,0.0991495,0.0522224,0.0811446,0.247235,0.0827358,0.110668,0.319681,0.103533,0.0810765,0.24748,0.083518,0.0507851,0.0992697,0.0520188,0.0659259,0.144637,0.0655881,0.0512422,0.100102,0.0521961,bathtub
0.0127296,0.00998948,0.0130906,0.0231967,0.0206849,0.0252902,0.0128315,0.0100457,0.0127697,0.0107473,0.00867461,0.01115,0.0249461,0.0322475,0.034093,0.0108364,0.00854866,0.0109467,0.0127494,0.00994473,0.0131791,0.0230534,0.0208541,0.0258715,0.012812,0.00997927,0.0127823,1.5671,1.64398,1.56947,1.17029,1.25699,1.194,1.56339,1.642,1.58057,1.60604,1.72827,1.60792,1.07542,0.996746,0.94874,1.5998,1.73192,1.61829,1.56612,1.64838,1.56651,1.17172,1.24968,1.18386,1.56412,1.64811,1.58098,0.0503544,0.0890963,0.0516269,0.064571,0.131442,0.0680026,0.0501685,0.0882436,0.0516793,0.0857537,0.262912,0.0839385,0.11631,0.366344,0.110246,0.0852552,0.26341,0.0850495,0.0502195,0.0896154,0.0515641,0.0645497,0.131098,0.0677988,0.0502032,0.0891617,0.0518211,bathtub
0.0126239,0.00894999,0.0128675,0.0246965,0.0199587,0.0286498,0.012716,0.00913991,0.0133368,0.014253,0.00719565,0.0120397,0.0325932,0.0284744,0.0557846,0.0129638,0.00741947,0.0134996,0.0128602,0.0093375,0.012767,0.0233835,0.0182814,0.0248826,0.0125066,0.00898868,0.0129201,1.53832,1.72522,1.55071,1.07872,1.27264,1.06851,1.53194,1.70626,1.54008,1.50914,1.77564,1.56095,0.969523,1.07638,0.641525,1.54042,1.7683,1.52239,1.53242,1.7018,1.52931,1.13424,1.34335,1.09576,1.54143,1.7298,1.52511,0.0499051,0.100313,0.0503333,0.0636193,0.141119,0.0635788,0.0498034,0.100681,0.0502296,0.0783171,0.287504,0.0808582,0.111524,0.399805,0.104513,0.0807145,0.280281,0.0793035,0.0496348,0.0941601,0.0497668,0.0647551,0.142923,0.0633832,0.0500196,0.0965381,0.0494625,bathtub
0.0117833,0.00842649,0.0124932,0.0219862,0.0176387,0.0244875,0.0123986,0.00899768,0.0123248,0.0122634,0.00760913,0.0127688,0.030197,0.0278939,0.0453066,0.0129428,0.0075538,0.0117779,0.0117701,0.0084376,0.0122656,0.0223811,0.0177111,0.0237525,0.0125925,0.00924199,0.0123603,1.5875,1.76527,1.57287,1.20814,1.37405,1.1766,1.5695,1.72818,1.58084,1.55665,1.76198,1.54156,1.00221,1.10015,0.788416,1.53832,1.76283,1.56518,1.589,1.76302,1.58153,1.19928,1.37301,1.18961,1.56516,1.71377,1.58019,0.0505026,0.100271,0.0504856,0.0656632,0.145869,0.0653636,0.0499388,0.0988307,0.0506087,0.081441,0.274362,0.079189,0.111456,0.378729,0.103559,0.0786207,0.266888,0.0804171,0.0506025,0.100273,0.0509152,0.0652507,0.145191,0.0657519,0.0497746,0.0989853,0.0507676,bathtub
