@RELATION INCRARR_1_30_complete
@ATTRIBUTE a_1 NUMERIC
@ATTRIBUTE a_2 NUMERIC
@ATTRIBUTE a_3 NUMERIC
@ATTRIBUTE a_4 NUMERIC
@ATTRIBUTE a_5 NUMERIC
@ATTRIBUTE a_6 NUMERIC
@ATTRIBUTE a_7 NUMERIC
@ATTRIBUTE a_8 NUMERIC
@ATTRIBUTE a_9 NUMERIC
@ATTRIBUTE a_10 NUMERIC
@ATTRIBUTE a_11 NUMERIC
@ATTRIBUTE a_12 NUMERIC
@ATTRIBUTE a_13 NUMERIC
@ATTRIBUTE a_14 NUMERIC
@ATTRIBUTE a_15 NUMERIC
@ATTRIBUTE a_16 NUMERIC
@ATTRIBUTE a_17 NUMERIC
@ATTRIBUTE a_18 NUMERIC
@ATTRIBUTE a_19 NUMERIC
@ATTRIBUTE a_20 NUMERIC
@ATTRIBUTE a_21 NUMERIC
@ATTRIBUTE a_22 NUMERIC
@ATTRIBUTE a_23 NUMERIC
@ATTRIBUTE a_24 NUMERIC
@ATTRIBUTE a_25 NUMERIC
@ATTRIBUTE a_26 NUMERIC
@ATTRIBUTE a_27 NUMERIC
@ATTRIBUTE a_28 NUMERIC
@ATTRIBUTE a_29 NUMERIC
@ATTRIBUTE a_30 NUMERIC
@ATTRIBUTE a_31 NUMERIC
@ATTRIBUTE a_32 NUMERIC
@ATTRIBUTE a_33 NUMERIC
@ATTRIBUTE a_34 NUMERIC
@ATTRIBUTE a_35 NUMERIC
@ATTRIBUTE a_36 NUMERIC
@ATTRIBUTE a_37 NUMERIC
@ATTRIBUTE a_38 NUMERIC
@ATTRIBUTE a_39 NUMERIC
@ATTRIBUTE a_40 NUMERIC
@ATTRIBUTE a_41 NUMERIC
@ATTRIBUTE a_42 NUMERIC
@ATTRIBUTE a_43 NUMERIC
@ATTRIBUTE a_44 NUMERIC
@ATTRIBUTE a_45 NUMERIC
@ATTRIBUTE a_46 NUMERIC
@ATTRIBUTE a_47 NUMERIC
@ATTRIBUTE a_48 NUMERIC
@ATTRIBUTE a_49 NUMERIC
@ATTRIBUTE a_50 NUMERIC
@ATTRIBUTE a_51 NUMERIC
@ATTRIBUTE a_52 NUMERIC
@ATTRIBUTE a_53 NUMERIC
@ATTRIBUTE a_54 NUMERIC
@ATTRIBUTE a_55 NUMERIC
@ATTRIBUTE a_56 NUMERIC
@ATTRIBUTE a_57 NUMERIC
@ATTRIBUTE a_58 NUMERIC
@ATTRIBUTE a_59 NUMERIC
@ATTRIBUTE a_60 NUMERIC
@ATTRIBUTE a_61 NUMERIC
@ATTRIBUTE a_62 NUMERIC
@ATTRIBUTE a_63 NUMERIC
@ATTRIBUTE a_64 NUMERIC
@ATTRIBUTE a_65 NUMERIC
@ATTRIBUTE a_66 NUMERIC
@ATTRIBUTE a_67 NUMERIC
@ATTRIBUTE a_68 NUMERIC
@ATTRIBUTE a_69 NUMERIC
@ATTRIBUTE a_70 NUMERIC
@ATTRIBUTE a_71 NUMERIC
@ATTRIBUTE a_72 NUMERIC
@ATTRIBUTE a_73 NUMERIC
@ATTRIBUTE a_74 NUMERIC
@ATTRIBUTE a_75 NUMERIC
@ATTRIBUTE a_76 NUMERIC
@ATTRIBUTE a_77 NUMERIC
@ATTRIBUTE a_78 NUMERIC
@ATTRIBUTE a_79 NUMERIC
@ATTRIBUTE a_80 NUMERIC
@ATTRIBUTE a_81 NUMERIC
@ATTRIBUTE class  {bathtub,bed,chair,desk,dresser,monitor,night_stand,sofa,table,toilet}
@DATA
0.00168945,0.00140889,0.00188247,0.0027403,0.00304402,0.00467752,0.00175842,0.00143205,0.00182358,0.00150329,0.0010515,0.00194907,0.00298721,0.00430021,0.00566302,0.00160876,0.00113187,0.00174289,0.00169071,0.00141289,0.00188442,0.0027406,0.00304813,0.00467873,0.00175891,0.00143106,0.00182077,2.53915,2.61226,2.46856,2.20476,2.15489,1.98394,2.51323,2.5991,2.49323,2.5922,2.7704,2.48165,2.13492,1.87192,1.71358,2.55724,2.72651,2.53036,2.53785,2.61154,2.46819,2.20468,2.15438,1.98378,2.51318,2.59932,2.49379,0.00494396,0.00859145,0.00500885,0.00672556,0.0136769,0.00671184,0.00489279,0.00856316,0.00506336,0.00810805,0.0398935,0.00826406,0.012752,0.0567023,0.011162,0.00787671,0.0384202,0.00845033,0.00494269,0.0085829,0.00500631,0.00672579,0.013692,0.00671166,0.00489151,0.00857003,0.00506661,bathtub
0.00132145,0.00100192,0.00136574,0.00264047,0.00229545,0.00289582,0.0013085,0.000971097,0.00133212,0.0014085,0.00100894,0.0014869,0.00398144,0.00359222,0.00509468,0.00140056,0.000997689,0.00145384,0.00130291,0.000979231,0.00131548,0.00258301,0.00222339,0.00272372,0.00133448,0.000984526,0.00131339,2.67457,2.80877,2.66606,2.26886,2.37151,2.23387,2.68182,2.81965,2.67863,2.63248,2.80176,2.61892,1.94012,2.02962,1.83114,2.63648,2.80204,2.63037,2.68175,2.81386,2.68086,2.27535,2.38022,2.26444,2.67222,2.80915,2.68192,0.00501452,0.0101148,0.00502285,0.00638095,0.0142877,0.00632671,0.00503423,0.0101841,0.00504371,0.00785936,0.0494562,0.00787124,0.0102471,0.0461631,0.00992651,0.0078682,0.0489631,0.00796994,0.00503451,0.0100371,0.0050536,0.00636732,0.0139219,0.00639411,0.00499015,0.00984664,0.00505471,bathtub
0.00198522,0.00139117,0.00183713,0.00287206,0.00281119,0.00488817,0.00174501,0.00133932,0.00184646,0.00178192,0.00104561,0.00196815,0.00360575,0.00454272,0.00837061,0.00165422,0.000970122,0.0017022,0.00198672,0.00139127,0.00183909,0.00286978,0.0028056,0.00488428,0.00174555,0.0013371,0.00184316,2.42569,2.60721,2.46647,2.15227,2.21319,1.89352,2.49698,2.62283,2.46576,2.49214,2.75805,2.45298,2.00762,1.83446,1.37388,2.5479,2.79424,2.50425,2.42568,2.60722,2.46604,2.15259,2.21412,1.89392,2.49714,2.62343,2.46626,0.00485612,0.00873714,0.00500221,0.00666166,0.0148819,0.00663311,0.00493791,0.00885617,0.00499093,0.00767457,0.0505817,0.00804459,0.0120217,0.0540609,0.010638,0.00784562,0.0464768,0.00790714,0.00485531,0.00872929,0.00499994,0.00666339,0.0148995,0.0066346,0.00494264,0.00886013,0.00499073,bathtub
0.00158903,0.001414,0.00173349,0.00251389,0.00309425,0.00338113,0.00158676,0.00141934,0.00173255,0.00154274,0.00102099,0.00161269,0.0034763,0.00486209,0.00477479,0.00154428,0.00101924,0.00161651,0.00167349,0.00138053,0.00162383,0.00264021,0.00299375,0.00308345,0.00167851,0.00138053,0.00162708,2.56269,2.60431,2.51982,2.32902,2.2656,2.14104,2.56163,2.60235,2.52056,2.58962,2.78179,2.56183,2.09983,1.83491,1.86906,2.58898,2.78141,2.56167,2.53214,2.61126,2.54059,2.25122,2.2286,2.23217,2.53065,2.61106,2.53877,0.00499836,0.00879333,0.0049716,0.00686374,0.0155143,0.00671472,0.00499527,0.00879417,0.0049724,0.00795103,0.0445444,0.00786525,0.0119018,0.0522422,0.011308,0.00794708,0.0445276,0.00787021,0.00491896,0.00851875,0.00502,0.0067923,0.0162871,0.00769836,0.00491678,0.00852495,0.00501339,bathtub
0.00103692,0.000795467,0.00115525,0.00202134,0.0017842,0.00232292,0.00120553,0.000850979,0.00113959,0.00128288,0.0010725,0.00149005,0.00338362,0.00426846,0.00528512,0.00141333,0.00108232,0.0013918,0.00104583,0.000807616,0.0011788,0.00198001,0.00177478,0.00234693,0.00115046,0.000841929,0.00112609,2.78499,2.90928,2.75841,2.42539,2.52783,2.37867,2.7228,2.88188,2.75865,2.67879,2.82234,2.62877,2.07779,1.96966,1.77969,2.63448,2.79384,2.65712,2.78084,2.90574,2.74963,2.43494,2.52821,2.37129,2.74851,2.88655,2.76095,0.00520986,0.0118857,0.00511817,0.00642676,0.0164401,0.00642271,0.00493958,0.0116888,0.00527621,0.00786518,0.0479536,0.00748176,0.00980261,0.0347231,0.00902571,0.00740695,0.0480306,0.00797167,0.00516939,0.0117023,0.00512768,0.00646069,0.0162715,0.00639808,0.00505017,0.0116992,0.00520596,bathtub
0.00144575,0.00116787,0.00168888,0.00262706,0.00277601,0.0042801,0.00154873,0.00117193,0.0015744,0.00137681,0.000930847,0.00177231,0.00309598,0.0036396,0.00623644,0.0015167,0.00104007,0.00167647,0.00152488,0.00118507,0.00162019,0.00276015,0.00265949,0.00371654,0.00160625,0.00118825,0.00150399,2.6312,2.73431,2.55983,2.24763,2.24257,1.98427,2.58788,2.72769,2.58065,2.64263,2.81171,2.50647,2.1171,1.99836,1.66151,2.58755,2.78371,2.5499,2.60381,2.72764,2.57672,2.20526,2.25745,2.06988,2.56986,2.72518,2.60614,0.00500284,0.00925744,0.00498337,0.00653806,0.0132552,0.00636671,0.00491322,0.00919315,0.00506133,0.00816387,0.0482539,0.0079794,0.0118304,0.0521706,0.010477,0.00785339,0.046403,0.00826792,0.00493808,0.00902685,0.00502593,0.00645819,0.0131652,0.00649651,0.00487588,0.00906356,0.00511064,bathtub
0.00124765,0.000891814,0.00131705,0.00215239,0.00167314,0.00259011,0.00126647,0.000870171,0.00125255,0.00159316,0.00095728,0.00168801,0.00414539,0.00338414,0.00604241,0.00159897,0.000896454,0.00153899,0.00129707,0.000912455,0.00130456,0.00220941,0.00155848,0.00229147,0.00129341,0.000862586,0.00122316,2.70284,2.8791,2.68376,2.3761,2.55475,2.2542,2.70399,2.89298,2.71167,2.56087,2.82133,2.53368,1.92353,2.09585,1.68076,2.57069,2.84782,2.59024,2.69249,2.87455,2.70094,2.36249,2.57467,2.37188,2.69678,2.89405,2.73002,0.00505893,0.0122957,0.00503044,0.0065209,0.0171802,0.0063609,0.00502597,0.0120858,0.00510495,0.00744733,0.0506101,0.00733843,0.00994005,0.0477296,0.00947686,0.00738137,0.0465385,0.00756318,0.00501195,0.0115976,0.00507357,0.00644662,0.0171588,0.00651896,0.00500561,0.0117429,0.00514755,bathtub
0.00191452,0.00143343,0.00194787,0.00352209,0.00329074,0.00468012,0.0019185,0.00143678,0.00194763,0.00177389,0.000981786,0.0017932,0.00455765,0.00372913,0.00694842,0.00177327,0.000973728,0.00179426,0.00194493,0.00144449,0.00191165,0.00358984,0.00320806,0.00456172,0.00194067,0.00144846,0.00191105,2.45659,2.5991,2.44204,2.02369,2.10144,1.87981,2.45481,2.59809,2.44203,2.5068,2.79503,2.47463,1.83274,1.99831,1.5864,2.50706,2.79671,2.47551,2.44925,2.59672,2.45002,2.018,2.11276,1.9184,2.44962,2.59601,2.45224,0.0048857,0.00859811,0.0049223,0.00656937,0.0136672,0.00652881,0.00488668,0.00857801,0.00492097,0.00785457,0.0519961,0.00791373,0.0117444,0.0867995,0.0112253,0.00785797,0.0531243,0.00791209,0.00486856,0.00854489,0.00493621,0.0065516,0.0137376,0.00662074,0.00487006,0.00853859,0.00492893,bathtub
0.00131006,0.00093761,0.0013606,0.0022522,0.00168646,0.00238529,0.00138881,0.00099682,0.00136045,0.00151517,0.000920137,0.00152088,0.00378583,0.00330821,0.00492017,0.00157684,0.000918653,0.0014871,0.00130071,0.000934833,0.00139274,0.00208003,0.00149439,0.00228474,0.0013538,0.000960611,0.00136295,2.6848,2.85575,2.68224,2.34967,2.5245,2.34949,2.66027,2.8324,2.67813,2.58734,2.83879,2.60142,1.96661,2.11024,1.79915,2.57381,2.83316,2.60507,2.69931,2.8675,2.68571,2.4112,2.6048,2.38461,2.68294,2.85752,2.68726,0.00505133,0.0115519,0.00508815,0.006579,0.0173794,0.00665891,0.00497444,0.0116994,0.00511879,0.00750381,0.0408275,0.00748076,0.010484,0.0519685,0.00988114,0.00739477,0.0404876,0.00756236,0.00504397,0.0107734,0.00505166,0.00670079,0.0185626,0.00665495,0.00501431,0.0107327,0.00505074,bathtub
0.00187026,0.00169047,0.00196615,0.00347087,0.00875233,0.00472925,0.00177983,0.00161698,0.00203444,0.00139811,0.00109255,0.00139438,0.00343966,0.00292604,0.00266103,0.00135677,0.00118552,0.00152442,0.00167166,0.00163512,0.0014696,0.00302567,0.00469017,0.00215688,0.00165833,0.00162872,0.00151188,2.57717,2.57318,2.47309,2.13862,1.49699,1.88323,2.59475,2.59262,2.46633,2.67947,2.74272,2.67969,2.13119,2.13911,2.24421,2.68917,2.7174,2.65593,2.58037,2.58822,2.62409,2.20406,1.99454,2.39988,2.59188,2.58402,2.61404,0.0054762,0.00968906,0.00507071,0.00659692,0.0108506,0.00607125,0.00560744,0.00954723,0.00494041,0.00874611,0.0298518,0.00862224,0.0113744,0.0713513,0.0130654,0.00903004,0.0282985,0.00859377,0.00485968,0.00812545,0.00511472,0.00642352,0.0129385,0.0071982,0.00487831,0.00806149,0.00509164,bathtub
