0.000135997,0.000178864,0.000189104,0.000103853,0.000111487,0.000115099,0.000178707,0.000220725,0.000163602,0.000182384,0.000279474,0.00023745,0.000125032,0.000370413,0.000130707,0.000293221,0.00119526,0.000195047,0.000165156,0.000198475,0.000191304,0.00011186,0.000110175,0.000106485,0.000184382,0.000187334,0.00013761,3.79476,3.64988,3.61955,3.94496,3.8957,3.87395,3.64117,3.55619,3.72652,3.63036,3.31294,3.44076,3.85608,3.09941,3.81363,3.34405,2.11079,3.59276,3.69057,3.59519,3.60535,3.89892,3.9129,3.90941,3.6562,3.61599,3.82045,0.000439376,0.000625278,0.000409854,0.000804458,0.00230428,0.000749659,0.000415896,0.000629394,0.00044502,0.00063236,0.00103884,0.00057847,0.00242713,0.0042836,0.00183294,0.000570241,0.00085092,0.000644496,0.000422321,0.000603746,0.000410629,0.000762991,0.00245063,0.000787204,0.000427,0.000643029,0.000460424,lime
0.000156774,0.000216113,0.000228463,0.000117717,0.000116557,0.000115122,0.000179019,0.000188477,0.000137714,0.000181408,0.000278381,0.000258227,0.000136067,0.000364512,0.000144697,0.000337045,0.00103359,0.000191461,0.000135155,0.000185267,0.000183341,0.000107434,0.000105245,0.000116119,0.00020313,0.000234851,0.000163563,3.70573,3.52982,3.49832,3.88354,3.86419,3.88155,3.66322,3.66234,3.82669,3.61551,3.32825,3.37913,3.80372,3.12674,3.75734,3.23307,2.27892,3.60328,3.8072,3.6608,3.62758,3.93413,3.93889,3.87908,3.58449,3.4829,3.71583,0.000424504,0.000594721,0.000399957,0.000760688,0.00202231,0.000759432,0.000422704,0.000696439,0.000477348,0.000645473,0.00104772,0.00056981,0.0021072,0.0046912,0.00162027,0.000553942,0.000870435,0.000642338,0.000444734,0.000638999,0.000415046,0.000793658,0.00312356,0.000764573,0.000408274,0.000608061,0.000438274,lime
0.000169432,0.000226934,0.000215681,0.000120078,0.000120165,0.000122025,0.000184451,0.000184719,0.000142805,0.000174041,0.000283808,0.000240876,0.00013586,0.000377765,0.000141085,0.000309679,0.00124006,0.000205064,0.000152987,0.000191215,0.000179333,0.000111836,0.000112672,0.000122961,0.00021255,0.000249962,0.000170074,3.66291,3.49713,3.53882,3.86156,3.85174,3.83503,3.64196,3.64878,3.80667,3.65293,3.32958,3.43854,3.81521,3.08659,3.76816,3.29359,2.16254,3.59546,3.74768,3.61605,3.64682,3.90305,3.89521,3.84219,3.55823,3.44671,3.68325,0.000423425,0.000596888,0.000404584,0.000767488,0.00194019,0.000739756,0.000426351,0.000673923,0.000474517,0.000633701,0.00105221,0.000585366,0.00205693,0.0046802,0.00169789,0.000567754,0.000876257,0.000659587,0.000437456,0.000635253,0.000417028,0.000785724,0.00265814,0.000737932,0.000421635,0.000606058,0.000429449,lime
0.000157026,0.000198833,0.000202844,0.000101518,0.000109531,0.000123186,0.000157026,0.000185686,0.000168449,0.000194948,0.000327914,0.000243418,0.000133579,0.000359461,0.000138643,0.000277384,0.00189992,0.00022189,0.00016035,0.000202157,0.000174699,0.000119277,0.000105247,0.000103281,0.000198131,0.000206597,0.000150847,3.70862,3.58167,3.56249,3.9489,3.90613,3.84104,3.73494,3.64132,3.70368,3.57563,3.19856,3.42645,3.81186,3.11972,3.77746,3.36265,1.82888,3.52642,3.70017,3.58949,3.66141,3.86766,3.92423,3.933,3.59856,3.54578,3.75657,0.000429566,0.000610024,0.000406282,0.000834756,0.00224321,0.000739851,0.000436873,0.000644558,0.000441894,0.000613464,0.00101127,0.000580941,0.00195813,0.00490238,0.00177755,0.000575552,0.00085901,0.000623423,0.000422828,0.000621301,0.000421842,0.000747156,0.00291821,0.000809935,0.000414238,0.000617527,0.000440772,lime
0.000182473,0.000242746,0.000239231,0.000125024,0.000125077,0.000115631,0.000179259,0.000155287,0.000123789,0.000168732,0.000282349,0.000251028,0.000134741,0.000355269,0.000142622,0.000319559,0.000825662,0.000190312,0.000125195,0.000167315,0.000167639,0.000107556,0.000110108,0.000122761,0.000219902,0.000273819,0.000179259,3.60507,3.45955,3.48888,3.84353,3.83064,3.86401,3.66977,3.74002,3.86485,3.66592,3.32586,3.41469,3.81744,3.1481,3.75507,3.27998,2.44858,3.62501,3.83184,3.68924,3.6885,3.92435,3.9179,3.85845,3.53431,3.3806,3.65286,0.000416596,0.000579499,0.000397434,0.00076154,0.0017771,0.000746476,0.000433799,0.000707217,0.000487033,0.000641956,0.00104445,0.000575826,0.00195341,0.00493079,0.00166385,0.000583868,0.000881236,0.000676788,0.000455612,0.00066357,0.000418944,0.00079976,0.00327876,0.00072497,0.000403792,0.000577054,0.000420447,lime
0.000136075,0.000179401,0.000172846,0.0001095,0.000109693,0.000105994,0.000202201,0.000230717,0.000152497,0.000185017,0.000301813,0.000238268,0.000120985,0.000362117,0.000131895,0.000286107,0.00122116,0.000180843,0.000151934,0.000222122,0.000223687,0.000106199,0.000114319,0.000117907,0.000160839,0.000184788,0.000142448,3.79673,3.65917,3.63599,3.91971,3.91666,3.92791,3.6002,3.50353,3.76822,3.61997,3.29121,3.44773,3.86375,3.12534,3.8082,3.35503,2.15967,3.63955,3.74838,3.51003,3.51717,3.94024,3.87925,3.86218,3.69795,3.63904,3.80694,0.000437247,0.000629556,0.000420549,0.000779874,0.00246386,0.000832839,0.000409184,0.00059481,0.000446205,0.000637215,0.00102241,0.000575335,0.00252711,0.00450724,0.00170384,0.000568917,0.000855928,0.000642013,0.000427145,0.000591183,0.0004001,0.000790568,0.00217099,0.000749811,0.000422513,0.000667054,0.000469473,lime
0.000327997,0.000387631,0.000354456,0.000228021,0.000243952,0.000243556,0.00034958,0.000440395,0.000317329,0.000402522,0.000654461,0.000474408,0.000236227,0.000693793,0.00024382,0.000455853,0.00155633,0.000355877,0.000303921,0.000432305,0.000385519,0.000243556,0.00024837,0.00023233,0.000348206,0.000398376,0.000298525,3.23696,3.09556,3.14988,3.46812,3.42246,3.41745,3.19807,3.01019,3.24325,3.10492,2.66905,2.97352,3.44476,2.58465,3.4031,2.97723,1.88358,3.16771,3.25692,3.02475,3.1132,3.41728,3.40361,3.44455,3.17544,3.10418,3.30156,0.000418365,0.000616259,0.00041136,0.000671321,0.00146951,0.000661529,0.000414081,0.000611938,0.000417027,0.000625118,0.00113639,0.00060602,0.00149659,0.0126312,0.0014672,0.000606699,0.00107287,0.000630419,0.000415538,0.000611058,0.000410219,0.00066119,0.00145231,0.000667525,0.000412357,0.000631353,0.000424117,lime
0.000207826,0.000233147,0.000220661,0.000128689,0.000116934,0.000121047,0.000179525,0.000188164,0.00016148,0.00021918,0.000318493,0.000242677,0.000151053,0.00038685,0.000161185,0.000308261,0.00171095,0.000256598,0.000171317,0.000208127,0.000181166,0.000116078,0.000110183,0.000129326,0.000194431,0.000231442,0.000191274,3.55806,3.50334,3.53082,3.83472,3.87315,3.84764,3.64832,3.62631,3.7501,3.52691,3.26345,3.4154,3.75088,3.08544,3.68837,3.28978,1.90308,3.44751,3.69992,3.57811,3.61789,3.89233,3.89988,3.8241,3.613,3.50673,3.60292,0.000415883,0.00060294,0.000410263,0.000741403,0.00215082,0.000762993,0.000425924,0.000669057,0.000466074,0.000610299,0.00104683,0.000590969,0.00182676,0.00514724,0.00156794,0.000581567,0.00088814,0.000605254,0.000429244,0.000634636,0.000420979,0.000766849,0.00263433,0.000739008,0.000421967,0.000625168,0.000419943,lime
0.000179213,0.000266416,0.000243186,0.000132637,0.000123413,0.000119817,0.000193723,0.000175906,0.000143889,0.000206648,0.00034595,0.000268166,0.000149307,0.000375053,0.000154787,0.000322321,0.00124512,0.00021954,0.000158255,0.000202975,0.000190715,0.000115762,0.000115335,0.000135102,0.000212022,0.000249125,0.000188161,3.62221,3.42531,3.47573,3.81041,3.84433,3.85375,3.59871,3.65707,3.77475,3.55431,3.19457,3.35437,3.76426,3.1104,3.70657,3.25011,2.13227,3.54255,3.71377,3.57647,3.58548,3.88051,3.88785,3.80178,3.55401,3.43867,3.61726,0.000419568,0.000594411,0.000405258,0.000750177,0.00197859,0.000754506,0.000422151,0.000666406,0.000464449,0.000623544,0.0010269,0.000579707,0.00177968,0.00593707,0.00163295,0.000569691,0.000899267,0.000651345,0.000439508,0.000641234,0.000415395,0.000784058,0.00319031,0.000714484,0.000415047,0.000601912,0.000417836,lime
0.000215007,0.000273492,0.000265706,0.000162863,0.000161529,0.000185899,0.000244639,0.000297742,0.000265616,0.000316267,0.000494231,0.000369727,0.000202281,0.000515327,0.000204061,0.000414252,0.00166332,0.000320803,0.000271331,0.000317814,0.000269944,0.000187483,0.00016497,0.000164345,0.00026358,0.000264646,0.000214924,3.52228,3.36468,3.36228,3.68744,3.69267,3.6037,3.4382,3.30707,3.39788,3.25152,2.89558,3.15976,3.54398,2.83763,3.54585,3.10764,1.86365,3.25453,3.36236,3.25729,3.3628,3.59343,3.67299,3.67429,3.38601,3.37344,3.53361,0.000424534,0.000627762,0.000413255,0.000713071,0.00183123,0.000686925,0.00041837,0.000617054,0.000418754,0.000612735,0.00108889,0.000596503,0.0015455,0.00835857,0.00146851,0.00060326,0.000994219,0.000616602,0.000412819,0.000612284,0.000414285,0.000678595,0.00178992,0.000715416,0.000419292,0.000639109,0.000433098,lime
