@RELATION INCRARR_27_100_complete
@ATTRIBUTE a_1 NUMERIC
@ATTRIBUTE a_2 NUMERIC
@ATTRIBUTE a_3 NUMERIC
@ATTRIBUTE a_4 NUMERIC
@ATTRIBUTE a_5 NUMERIC
@ATTRIBUTE a_6 NUMERIC
@ATTRIBUTE a_7 NUMERIC
@ATTRIBUTE a_8 NUMERIC
@ATTRIBUTE a_9 NUMERIC
@ATTRIBUTE a_10 NUMERIC
@ATTRIBUTE a_11 NUMERIC
@ATTRIBUTE a_12 NUMERIC
@ATTRIBUTE a_13 NUMERIC
@ATTRIBUTE a_14 NUMERIC
@ATTRIBUTE a_15 NUMERIC
@ATTRIBUTE a_16 NUMERIC
@ATTRIBUTE a_17 NUMERIC
@ATTRIBUTE a_18 NUMERIC
@ATTRIBUTE a_19 NUMERIC
@ATTRIBUTE a_20 NUMERIC
@ATTRIBUTE a_21 NUMERIC
@ATTRIBUTE a_22 NUMERIC
@ATTRIBUTE a_23 NUMERIC
@ATTRIBUTE a_24 NUMERIC
@ATTRIBUTE a_25 NUMERIC
@ATTRIBUTE a_26 NUMERIC
@ATTRIBUTE a_27 NUMERIC
@ATTRIBUTE a_28 NUMERIC
@ATTRIBUTE a_29 NUMERIC
@ATTRIBUTE a_30 NUMERIC
@ATTRIBUTE a_31 NUMERIC
@ATTRIBUTE a_32 NUMERIC
@ATTRIBUTE a_33 NUMERIC
@ATTRIBUTE a_34 NUMERIC
@ATTRIBUTE a_35 NUMERIC
@ATTRIBUTE a_36 NUMERIC
@ATTRIBUTE a_37 NUMERIC
@ATTRIBUTE a_38 NUMERIC
@ATTRIBUTE a_39 NUMERIC
@ATTRIBUTE a_40 NUMERIC
@ATTRIBUTE a_41 NUMERIC
@ATTRIBUTE a_42 NUMERIC
@ATTRIBUTE a_43 NUMERIC
@ATTRIBUTE a_44 NUMERIC
@ATTRIBUTE a_45 NUMERIC
@ATTRIBUTE a_46 NUMERIC
@ATTRIBUTE a_47 NUMERIC
@ATTRIBUTE a_48 NUMERIC
@ATTRIBUTE a_49 NUMERIC
@ATTRIBUTE a_50 NUMERIC
@ATTRIBUTE a_51 NUMERIC
@ATTRIBUTE a_52 NUMERIC
@ATTRIBUTE a_53 NUMERIC
@ATTRIBUTE a_54 NUMERIC
@ATTRIBUTE a_55 NUMERIC
@ATTRIBUTE a_56 NUMERIC
@ATTRIBUTE a_57 NUMERIC
@ATTRIBUTE a_58 NUMERIC
@ATTRIBUTE a_59 NUMERIC
@ATTRIBUTE a_60 NUMERIC
@ATTRIBUTE a_61 NUMERIC
@ATTRIBUTE a_62 NUMERIC
@ATTRIBUTE a_63 NUMERIC
@ATTRIBUTE a_64 NUMERIC
@ATTRIBUTE a_65 NUMERIC
@ATTRIBUTE a_66 NUMERIC
@ATTRIBUTE a_67 NUMERIC
@ATTRIBUTE a_68 NUMERIC
@ATTRIBUTE a_69 NUMERIC
@ATTRIBUTE a_70 NUMERIC
@ATTRIBUTE a_71 NUMERIC
@ATTRIBUTE a_72 NUMERIC
@ATTRIBUTE a_73 NUMERIC
@ATTRIBUTE a_74 NUMERIC
@ATTRIBUTE a_75 NUMERIC
@ATTRIBUTE a_76 NUMERIC
@ATTRIBUTE a_77 NUMERIC
@ATTRIBUTE a_78 NUMERIC
@ATTRIBUTE a_79 NUMERIC
@ATTRIBUTE a_80 NUMERIC
@ATTRIBUTE a_81 NUMERIC
@ATTRIBUTE class  {bathtub,bed,chair,desk,dresser,monitor,night_stand,sofa,table,toilet}
@DATA
0.000104761,0.000159698,0.000445194,0.000151691,0.000101659,0.000135791,0.000244776,0.000142537,0.000104761,0.000191467,0.000571974,0.000206051,0.000101659,0.000146908,0.000300567,0.000157418,0.000104761,0.000159615,0.000446949,0.000151662,0.000101659,0.000135462,0.000244817,0.000143133,0.000397121,0.000101659,0.000104761,3.91623,3.73596,3.16577,3.75684,3.93919,3.79852,3.40037,3.76064,3.91623,3.59116,2.84871,3.56206,3.93919,3.75175,3.24914,3.71223,3.91623,3.73643,3.16406,3.75675,3.93919,3.79904,3.40045,3.75914,3.06107,3.93919,3.91623,0.00305085,0.00208259,0.00115068,0.00197361,0.00316151,0.00161992,0.00111007,0.00154777,0.00305085,0.00142852,0.000937282,0.00140716,0.00316151,0.00149482,0.00106096,0.0014221,0.00305085,0.0020915,0.00115144,0.00197034,0.00316151,0.00162341,0.00110994,0.00154642,0.00460107,0.00316151,0.00305085,bathtub
9.6311e-05,0.000111296,0.000242491,0.000114408,0.000110335,0.000109492,0.000214744,0.000109818,9.6311e-05,0.000167789,0.000474331,0.000175455,0.000110335,0.00015717,0.00037648,0.000155575,9.6311e-05,0.00010914,0.000226124,0.000109826,0.000110335,0.000112167,0.000225308,0.000109216,0.000344619,0.000110335,9.6311e-05,3.99086,3.92173,3.49909,3.91107,3.96057,3.9225,3.54062,3.9191,3.99086,3.7063,3.00647,3.68257,3.96057,3.71304,3.08434,3.72063,3.99086,3.92589,3.52869,3.92544,3.96057,3.91327,3.52739,3.92499,3.19612,3.96057,3.99086,0.0051713,0.00204716,0.0010765,0.0020647,0.00534221,0.00197402,0.00107268,0.00189875,0.0051713,0.00126145,0.000838894,0.0012392,0.00534221,0.00126376,0.000860542,0.00126598,0.0051713,0.00204549,0.00108922,0.00209346,0.00534221,0.00194534,0.00108568,0.00199915,0.0038129,0.00534221,0.0051713,bathtub
9.07142e-05,0.000137796,0.000585807,0.000151297,9.75179e-05,0.000151901,0.000254995,0.000138223,9.07142e-05,0.000183685,0.000844377,0.000209137,9.75179e-05,0.000175024,0.000335382,0.000160931,9.07142e-05,0.000137588,0.000586289,0.000151372,9.75179e-05,0.000151936,0.000254772,0.000138434,0.000417905,9.75179e-05,9.07142e-05,3.97708,3.78542,3.03262,3.73434,3.94589,3.69894,3.35812,3.76104,3.97708,3.58584,2.50514,3.51395,3.94589,3.64623,3.1745,3.70499,3.97708,3.78555,3.03262,3.73393,3.94589,3.69909,3.359,3.76075,3.01754,3.94589,3.97708,0.00378483,0.00192431,0.0011673,0.00185359,0.00447769,0.00149678,0.00112467,0.00159146,0.00378483,0.00130767,0.000897406,0.00132484,0.00447769,0.001337,0.00100391,0.00138775,0.00378483,0.00192064,0.00116804,0.00185097,0.00447769,0.00149784,0.001125,0.00158778,0.00433175,0.00447769,0.00378483,bathtub
9.46305e-05,0.000142071,0.000366761,0.000141605,9.47618e-05,0.000137716,0.000245935,0.000137805,9.46305e-05,0.0001699,0.000453035,0.000169183,9.47618e-05,0.000154813,0.000319402,0.0001549,9.46305e-05,0.000139679,0.000351791,0.000139757,9.47618e-05,0.000132966,0.00023577,0.000133013,0.000452822,9.47618e-05,9.46305e-05,3.97079,3.7703,3.30338,3.77072,3.97055,3.77756,3.4555,3.77716,3.97079,3.66815,3.03664,3.6688,3.97055,3.72944,3.28173,3.72921,3.97079,3.77039,3.35504,3.76981,3.97055,3.79837,3.5195,3.79708,3.01041,3.97055,3.97079,0.0045152,0.00182811,0.0012083,0.00182307,0.00450258,0.0015648,0.00120863,0.00156445,0.0045152,0.00132544,0.000950903,0.00132473,0.00450258,0.00140914,0.000998009,0.0014088,0.0045152,0.0016718,0.00152303,0.00167306,0.00450258,0.0017048,0.00120442,0.00170378,0.00445423,0.00450258,0.0045152,bathtub
0.000121445,0.000103707,0.000194039,0.000103693,0.000107316,9.31557e-05,0.000169515,0.00010112,0.000121445,0.00016901,0.000486916,0.000182366,0.000107316,0.000138686,0.000310344,0.000157176,0.000121445,0.000104733,0.000194454,0.00010361,0.000107316,9.16935e-05,0.000173381,0.000106447,0.000406353,0.000107316,0.000121445,3.95489,3.97067,3.64551,3.97622,3.99178,4.00112,3.68751,3.96671,3.95489,3.70541,2.9556,3.68646,3.99178,3.78689,3.25966,3.72649,3.95489,3.96494,3.64005,3.97755,3.99178,4.00808,3.67662,3.93879,3.13363,3.99178,3.95489,0.00578252,0.00328799,0.0011789,0.0029548,0.00497181,0.00233736,0.00114074,0.00219481,0.00578252,0.00119146,0.000764029,0.00111417,0.00497181,0.00125646,0.000825188,0.00114095,0.00578252,0.00304007,0.00116985,0.00308605,0.00497181,0.002539,0.00113391,0.00186097,0.00285389,0.00497181,0.00578252,bathtub
9.77518e-05,0.000139655,0.000346887,0.000144362,8.94337e-05,0.000124433,0.000236507,0.000128738,9.77518e-05,0.000202229,0.000670153,0.000246262,8.94337e-05,0.000147811,0.000298226,0.000158766,9.77518e-05,0.000134102,0.000304623,0.000136103,8.94337e-05,0.000119096,0.000231396,0.000126198,0.000338063,8.94337e-05,9.77518e-05,3.96775,3.8277,3.2901,3.82291,3.99885,3.84937,3.44695,3.82934,3.96775,3.57199,2.77159,3.51778,3.99885,3.75996,3.26242,3.73149,3.96775,3.84554,3.357,3.84306,3.99885,3.8743,3.47173,3.84567,3.17255,3.99885,3.96775,0.00370577,0.0020405,0.00106886,0.00198389,0.00421997,0.00160715,0.00104884,0.00156145,0.00370577,0.00132471,0.000879989,0.00127594,0.00421997,0.00143912,0.000985528,0.00137886,0.00370577,0.00210532,0.00110325,0.00206631,0.00421997,0.00171453,0.00107105,0.00163314,0.00412196,0.00421997,0.00370577,bathtub
8.6363e-05,0.000107047,0.0002002,0.000114679,9.91732e-05,0.00010794,0.000174793,0.000105415,8.6363e-05,0.000176891,0.000556723,0.000197573,9.91732e-05,0.000173529,0.000383815,0.000175119,8.6363e-05,0.000101001,0.000179979,0.000109755,9.91732e-05,0.000111192,0.00017087,0.000107864,0.000311296,9.91732e-05,8.6363e-05,4.02334,3.93973,3.56139,3.90817,3.98607,3.93413,3.66013,3.9496,4.02334,3.66499,2.85803,3.59462,3.98607,3.65908,3.09296,3.67309,4.02334,3.97241,3.66514,3.93727,3.98607,3.91969,3.66512,3.93618,3.27873,3.98607,4.02334,0.00424866,0.00206757,0.00108933,0.00192888,0.00569928,0.00189161,0.00113009,0.00191682,0.00424866,0.00116773,0.000802308,0.0011107,0.00569928,0.00116933,0.000837803,0.00115939,0.00424866,0.00232554,0.00118324,0.00217289,0.00569928,0.00191047,0.00116465,0.00189907,0.00389045,0.00569928,0.00424866,bathtub
9.11067e-05,0.000150254,0.000387145,0.000150027,9.26754e-05,0.000152227,0.00029445,0.000152286,9.11067e-05,0.000200877,0.000656238,0.000199239,9.26754e-05,0.000185868,0.00041789,0.000185932,9.11067e-05,0.000150743,0.000379217,0.00015013,9.26754e-05,0.000148903,0.00029432,0.000149415,0.000351325,9.26754e-05,9.11067e-05,3.97946,3.73892,3.1473,3.73912,3.97627,3.72706,3.28363,3.72685,3.97946,3.55546,2.72938,3.55791,3.97627,3.62931,3.02215,3.62899,3.97946,3.73714,3.1745,3.73872,3.97627,3.73583,3.28492,3.73388,3.17014,3.97627,3.97946,0.00472476,0.00166187,0.00109519,0.00166447,0.00466652,0.00152621,0.00108729,0.00152714,0.00472476,0.00132625,0.000947944,0.00132982,0.00466652,0.00136161,0.000991436,0.00136189,0.00472476,0.0016466,0.00112448,0.00165122,0.00466652,0.00154863,0.00109023,0.00154461,0.00800992,0.00466652,0.00472476,bathtub
8.9174e-05,0.000111338,0.000197894,0.000110693,8.91229e-05,0.000107575,0.000162308,0.000114416,8.9174e-05,0.000168452,0.000454921,0.000172817,8.91229e-05,0.000159275,0.000351651,0.000165843,8.9174e-05,0.000111169,0.000182561,0.000109406,8.91229e-05,0.000109943,0.000183083,0.000118377,0.000323365,8.91229e-05,8.9174e-05,4.01176,3.91155,3.61498,3.91951,4.01826,3.94894,3.70215,3.92262,4.01176,3.69594,2.9729,3.6921,4.01826,3.71352,3.15059,3.69534,4.01176,3.93849,3.6747,3.95093,4.01826,3.9135,3.62169,3.87731,3.27412,4.01826,4.01176,0.00442157,0.00215892,0.00123409,0.00214007,0.00420231,0.00196947,0.00121317,0.00192507,0.00442157,0.00119228,0.000837034,0.00118138,0.00420231,0.00122001,0.000884002,0.00118697,0.00442157,0.00213359,0.00123215,0.0021761,0.00420231,0.00196017,0.00116503,0.00174736,0.00429682,0.00420231,0.00442157,bathtub
0.000121847,0.00019815,0.000664451,0.000194269,0.000116205,0.000138732,0.000273533,0.000146134,0.000121847,0.000150696,0.000280495,0.000141893,0.000116205,0.000146054,0.000337032,0.000136171,0.000121847,0.000137852,0.000271252,0.00013189,0.000116205,0.000159138,0.000466591,0.000147895,0.000304262,0.000116205,0.000121847,3.87398,3.62381,2.72872,3.63039,3.8975,3.80103,3.40907,3.79,3.87398,3.79087,3.36363,3.80264,3.8975,3.80045,3.25478,3.82511,3.87398,3.79126,3.42878,3.81275,3.8975,3.77943,3.08204,3.81491,3.2682,3.8975,3.87398,0.00226012,0.00241834,0.000873344,0.00291632,0.00239342,0.001474,0.0010344,0.00147131,0.00226012,0.00166528,0.00109315,0.00164674,0.00239342,0.00162006,0.00095119,0.00172545,0.00226012,0.00163435,0.0011959,0.00166192,0.00239342,0.0095067,0.00105969,0.00937012,0.00565365,0.00239342,0.00226012,bathtub
