@RELATION INCRARR_1_50_complete
@ATTRIBUTE a_1 NUMERIC
@ATTRIBUTE a_2 NUMERIC
@ATTRIBUTE a_3 NUMERIC
@ATTRIBUTE a_4 NUMERIC
@ATTRIBUTE a_5 NUMERIC
@ATTRIBUTE a_6 NUMERIC
@ATTRIBUTE a_7 NUMERIC
@ATTRIBUTE a_8 NUMERIC
@ATTRIBUTE a_9 NUMERIC
@ATTRIBUTE a_10 NUMERIC
@ATTRIBUTE a_11 NUMERIC
@ATTRIBUTE a_12 NUMERIC
@ATTRIBUTE a_13 NUMERIC
@ATTRIBUTE a_14 NUMERIC
@ATTRIBUTE a_15 NUMERIC
@ATTRIBUTE a_16 NUMERIC
@ATTRIBUTE a_17 NUMERIC
@ATTRIBUTE a_18 NUMERIC
@ATTRIBUTE a_19 NUMERIC
@ATTRIBUTE a_20 NUMERIC
@ATTRIBUTE a_21 NUMERIC
@ATTRIBUTE a_22 NUMERIC
@ATTRIBUTE a_23 NUMERIC
@ATTRIBUTE a_24 NUMERIC
@ATTRIBUTE a_25 NUMERIC
@ATTRIBUTE a_26 NUMERIC
@ATTRIBUTE a_27 NUMERIC
@ATTRIBUTE a_28 NUMERIC
@ATTRIBUTE a_29 NUMERIC
@ATTRIBUTE a_30 NUMERIC
@ATTRIBUTE a_31 NUMERIC
@ATTRIBUTE a_32 NUMERIC
@ATTRIBUTE a_33 NUMERIC
@ATTRIBUTE a_34 NUMERIC
@ATTRIBUTE a_35 NUMERIC
@ATTRIBUTE a_36 NUMERIC
@ATTRIBUTE a_37 NUMERIC
@ATTRIBUTE a_38 NUMERIC
@ATTRIBUTE a_39 NUMERIC
@ATTRIBUTE a_40 NUMERIC
@ATTRIBUTE a_41 NUMERIC
@ATTRIBUTE a_42 NUMERIC
@ATTRIBUTE a_43 NUMERIC
@ATTRIBUTE a_44 NUMERIC
@ATTRIBUTE a_45 NUMERIC
@ATTRIBUTE a_46 NUMERIC
@ATTRIBUTE a_47 NUMERIC
@ATTRIBUTE a_48 NUMERIC
@ATTRIBUTE a_49 NUMERIC
@ATTRIBUTE a_50 NUMERIC
@ATTRIBUTE a_51 NUMERIC
@ATTRIBUTE a_52 NUMERIC
@ATTRIBUTE a_53 NUMERIC
@ATTRIBUTE a_54 NUMERIC
@ATTRIBUTE a_55 NUMERIC
@ATTRIBUTE a_56 NUMERIC
@ATTRIBUTE a_57 NUMERIC
@ATTRIBUTE a_58 NUMERIC
@ATTRIBUTE a_59 NUMERIC
@ATTRIBUTE a_60 NUMERIC
@ATTRIBUTE a_61 NUMERIC
@ATTRIBUTE a_62 NUMERIC
@ATTRIBUTE a_63 NUMERIC
@ATTRIBUTE a_64 NUMERIC
@ATTRIBUTE a_65 NUMERIC
@ATTRIBUTE a_66 NUMERIC
@ATTRIBUTE a_67 NUMERIC
@ATTRIBUTE a_68 NUMERIC
@ATTRIBUTE a_69 NUMERIC
@ATTRIBUTE a_70 NUMERIC
@ATTRIBUTE a_71 NUMERIC
@ATTRIBUTE a_72 NUMERIC
@ATTRIBUTE a_73 NUMERIC
@ATTRIBUTE a_74 NUMERIC
@ATTRIBUTE a_75 NUMERIC
@ATTRIBUTE a_76 NUMERIC
@ATTRIBUTE a_77 NUMERIC
@ATTRIBUTE a_78 NUMERIC
@ATTRIBUTE a_79 NUMERIC
@ATTRIBUTE a_80 NUMERIC
@ATTRIBUTE a_81 NUMERIC
@ATTRIBUTE class  {bathtub,bed,chair,desk,dresser,monitor,night_stand,sofa,table,toilet}
@DATA
0.000607409,0.000527064,0.000753901,0.000994135,0.00115445,0.00174139,0.000640954,0.000529057,0.000677761,0.000548902,0.000393947,0.000711146,0.0011952,0.00157621,0.00221941,0.000591254,0.000408851,0.00063994,0.000608145,0.000527444,0.000754595,0.000993062,0.00115487,0.00174534,0.000639454,0.000528108,0.000677512,3.05689,3.10386,2.94475,2.70699,2.62433,2.47221,3.01503,3.09528,2.99473,3.10038,3.25554,2.97628,2.56232,2.3794,2.1808,3.05057,3.2388,3.02126,3.05575,3.10404,2.9447,2.70735,2.62413,2.47192,3.01619,3.09598,2.99506,0.00173701,0.00295674,0.00175803,0.0023499,0.00468063,0.00233806,0.0017144,0.00296716,0.00177601,0.00282336,0.0133034,0.00286202,0.00437603,0.0196738,0.00385941,0.00273827,0.0131721,0.0029262,0.00173576,0.00295505,0.00175715,0.00235007,0.00468312,0.00233821,0.00171494,0.0029696,0.00177692,bathtub
0.000478877,0.000372419,0.000492495,0.00095505,0.000877542,0.00106095,0.000472994,0.000360082,0.000482015,0.000515414,0.000374139,0.000545037,0.00147631,0.0013602,0.00186176,0.000517085,0.000366007,0.000560038,0.000470739,0.000359666,0.000476424,0.000938679,0.00081892,0.000988222,0.000482602,0.000359903,0.000476135,3.18029,3.30505,3.17514,2.77459,2.85002,2.73322,3.18877,3.31446,3.18525,3.13064,3.3062,3.11938,2.41812,2.51496,2.32559,3.13264,3.30938,3.12148,3.18922,3.3081,3.1875,2.77927,2.87105,2.76481,3.17978,3.31343,3.18721,0.00175495,0.00347846,0.001759,0.00222955,0.00490064,0.0022108,0.0017626,0.00351762,0.00176654,0.00273545,0.0194262,0.0027366,0.00354558,0.0160982,0.00345185,0.00273565,0.0192455,0.00276461,0.00176304,0.0034517,0.00176996,0.00222513,0.00479634,0.00223475,0.00174943,0.00340785,0.00176899,bathtub
0.00071649,0.000513429,0.000752476,0.00106858,0.00108072,0.00240052,0.000640842,0.000484285,0.000675629,0.000654104,0.000383139,0.000715832,0.00133299,0.00165189,0.00322493,0.000605357,0.000357052,0.00064317,0.000716279,0.000512433,0.000749482,0.00106804,0.00108192,0.00239571,0.000639313,0.000483799,0.000674179,2.91366,3.10223,2.93219,2.6299,2.6801,2.26137,2.98971,3.13444,2.96747,2.98557,3.26082,2.95182,2.49242,2.33885,1.84542,3.04441,3.28946,2.9827,2.9137,3.10298,2.93326,2.63019,2.67948,2.26386,2.99098,3.13475,2.9682,0.00170387,0.00302919,0.00175286,0.00232626,0.00509738,0.00231913,0.00172829,0.00307947,0.00174694,0.00267462,0.0192154,0.00279464,0.00414206,0.0184564,0.00368835,0.00273798,0.0160194,0.00274814,0.00170287,0.00302395,0.00175205,0.00232723,0.00509801,0.00231874,0.00172979,0.0030811,0.00174721,bathtub
0.000576715,0.00051646,0.000629839,0.000921368,0.00115015,0.00125847,0.000576198,0.000515005,0.000630711,0.000559882,0.000373476,0.000584247,0.00127071,0.00178232,0.00177466,0.000560391,0.000370996,0.000585391,0.000608125,0.000507759,0.000591346,0.000961103,0.00118153,0.0011228,0.000609449,0.000509288,0.000592797,3.06769,3.10588,3.02311,2.81763,2.76022,2.63067,3.06637,3.10523,3.02299,3.09406,3.28315,3.06638,2.59787,2.32714,2.35805,3.0933,3.28466,3.06633,3.03293,3.10576,3.04538,2.75379,2.69684,2.74318,3.03192,3.10441,3.04335,0.00175164,0.00305588,0.0017411,0.00239137,0.005381,0.00234684,0.00175114,0.00305712,0.00174131,0.00276553,0.0176932,0.00274207,0.00412169,0.0186172,0.00392302,0.00276513,0.0177757,0.00274296,0.00172229,0.00295037,0.00175775,0.00236823,0.0056103,0.00266767,0.00172185,0.00294868,0.00175541,bathtub
0.000374676,0.000293056,0.000418929,0.000733411,0.000674106,0.000841446,0.000436616,0.000318662,0.000411809,0.000467266,0.000400079,0.000550996,0.00123239,0.00159811,0.00193206,0.00051936,0.000454835,0.000514459,0.000380022,0.000296724,0.000427521,0.000717338,0.000660952,0.000849076,0.000415893,0.000312519,0.000408615,3.29257,3.41016,3.26433,2.92746,3.01803,2.88464,3.22888,3.38432,3.26706,3.1753,3.31694,3.13028,2.5755,2.45197,2.27072,3.13279,3.27642,3.15332,3.28656,3.40752,3.25559,2.93882,3.02242,2.87905,3.2553,3.3869,3.26721,0.0018205,0.0040754,0.00178853,0.00224205,0.00560087,0.00224617,0.00172746,0.00400624,0.00184578,0.00272607,0.019192,0.00260592,0.00339743,0.012084,0.00313636,0.00257328,0.0200145,0.0027574,0.00180432,0.0040266,0.00179542,0.00225548,0.00556605,0.00223852,0.00176788,0.00400269,0.00182149,bathtub
0.000524646,0.000432157,0.000615618,0.000953013,0.00104074,0.00156632,0.000560318,0.000431382,0.000570595,0.000505664,0.000342562,0.000720859,0.00116449,0.00132651,0.00262683,0.000561158,0.0003786,0.000630619,0.000553076,0.000430984,0.000588673,0.0010113,0.000969564,0.00135929,0.000583357,0.000430855,0.000543564,3.13723,3.23737,3.06136,2.75024,2.73411,2.48873,3.09686,3.22924,3.09078,3.13649,3.32146,2.98096,2.589,2.50072,2.09019,3.09527,3.28632,3.0247,3.10945,3.23221,3.0794,2.7077,2.75724,2.56814,3.07533,3.22982,3.11018,0.00175157,0.00320358,0.00174468,0.00228254,0.0045626,0.0022275,0.00172228,0.00319026,0.00177294,0.00282592,0.0182585,0.00276851,0.00406429,0.0176453,0.00361953,0.00273229,0.0160698,0.00286356,0.0017324,0.00314236,0.00176155,0.00225348,0.00455541,0.00227255,0.00170916,0.00315406,0.0017897,bathtub
0.000453426,0.000327209,0.000478431,0.000779096,0.000618976,0.00094604,0.000458052,0.000315237,0.000451616,0.000583783,0.000366214,0.000624428,0.00152122,0.00122913,0.00220179,0.000587654,0.000330395,0.000566204,0.000473073,0.000333089,0.000474293,0.000803869,0.000568633,0.000829765,0.000469315,0.000314187,0.000441088,3.20913,3.38614,3.18978,2.8801,3.05011,2.75535,3.20987,3.40089,3.22071,3.05406,3.31516,3.03242,2.40888,2.59546,2.1762,3.06641,3.34435,3.08672,3.19741,3.37511,3.20588,2.86786,3.08143,2.87375,3.2043,3.39823,3.23694,0.00177087,0.00419471,0.00175983,0.00227986,0.00585856,0.00222156,0.00176096,0.00416306,0.00178553,0.00259043,0.0201546,0.00255758,0.00344721,0.016618,0.00329729,0.00256721,0.0173389,0.00262906,0.00175585,0.0039884,0.00177559,0.00225024,0.00585011,0.00227446,0.00175181,0.0040384,0.0018016,bathtub
0.000696274,0.000518164,0.000701068,0.0012916,0.00120491,0.00172936,0.000698086,0.000519499,0.000701114,0.000651619,0.000361553,0.000648876,0.00165738,0.0013803,0.00255306,0.000651495,0.000359255,0.000649661,0.000706595,0.000522577,0.000690173,0.00130942,0.00116842,0.00168835,0.000704925,0.000523957,0.000691256,2.95781,3.10753,2.94851,2.52256,2.60334,2.37234,2.95655,3.10657,2.94809,3.00608,3.29131,2.98574,2.34633,2.48911,2.05729,3.00617,3.2917,2.98576,2.95229,3.1054,2.95428,2.51873,2.61417,2.40512,2.95342,3.10553,2.95463,0.00171443,0.00298973,0.00172566,0.00229659,0.00474903,0.00228056,0.00171372,0.00298833,0.00172427,0.00272981,0.0193429,0.00274968,0.00409057,0.0320732,0.00390162,0.00273023,0.0195695,0.00274787,0.00170942,0.00297162,0.00172917,0.00229212,0.00477135,0.00231002,0.00171044,0.00296945,0.00172634,bathtub
0.000476674,0.000343183,0.000489191,0.00082215,0.000626745,0.000867381,0.000502892,0.000362845,0.000492412,0.00055532,0.000333601,0.000563196,0.00139406,0.00126363,0.00180695,0.000575415,0.000337405,0.000546463,0.000472007,0.000346064,0.000496424,0.000753323,0.000556436,0.000831494,0.000492033,0.000351826,0.000492788,3.18598,3.35494,3.18737,2.85224,3.03177,2.8514,3.16174,3.33664,3.18095,3.09476,3.34215,3.09086,2.47196,2.5956,2.28546,3.08032,3.33541,3.09582,3.20763,3.36345,3.19575,2.91295,3.10589,2.88469,3.18941,3.3548,3.19407,0.00176647,0.00398435,0.00177815,0.00229465,0.00599759,0.00232414,0.00174286,0.00402547,0.00179035,0.00261682,0.0160648,0.00260045,0.00364256,0.0183804,0.00344127,0.00258157,0.0158538,0.0026261,0.00176523,0.00369557,0.00176926,0.0023386,0.00633286,0.00232448,0.00175344,0.00366353,0.00176797,bathtub
0.000705894,0.00062651,0.000737103,0.00125182,0.00347929,0.00179182,0.000656679,0.000617227,0.000741585,0.000519358,0.000431811,0.000509675,0.00127287,0.00111314,0.00106872,0.000509755,0.000450697,0.000545366,0.000612426,0.000640994,0.000531041,0.00111122,0.00153158,0.000819688,0.000616747,0.000638674,0.000553768,3.04853,3.06179,2.96638,2.63803,1.91462,2.3498,3.08674,3.07435,2.97596,3.16363,3.23006,3.18671,2.60235,2.62715,2.71001,3.1695,3.20652,3.17389,3.06547,3.04492,3.13356,2.69005,2.56925,2.87184,3.06269,3.04095,3.11828,0.00191895,0.00334008,0.00178224,0.00230126,0.00375542,0.00212573,0.00196103,0.00327759,0.00173667,0.00302543,0.0101762,0.00300404,0.0039151,0.024389,0.00451795,0.00312898,0.00944183,0.0030116,0.00169661,0.00282054,0.00179563,0.00224046,0.00451929,0.00250577,0.0017072,0.00279419,0.00178579,bathtub
